,comment-en,comment-mg,sentiment
137,"As an avid Koontz fan (that sounds nasty, doesn't it) I enjoyed ""Demon Seed."" I haven't read all his stuff and almost passed this one up because, um, ""Demon Seed""?!?","Amin'ny maha-mpankafy Koontz mazoto ahy (toa ratsy izany, sa tsy izany) dia nankafiziko ny ""Seed Demon."" Tsy namaky ny entany rehetra aho ary saika nandany ity iray ity satria, um, ""Voan'ny demony""?!?",1
138,"Somehow it seems to be aimed at US audience, there just was too much jokes that was heard and seen before.","Toa natao ho an'ny mpihaino amerikanina ihany ilay izy, be loatra ny vazivazy heno sy hita teo aloha.",-1
139,The story makes Stargate Atlatis look like Oscar material.,Ny tantara dia mahatonga ny Stargate Atlatis ho toy ny fitaovana Oscar.,-1
140,much easier to connect to networks compared to using XP and other software.,mora kokoa ny mifandray amin'ny tambajotra raha oharina amin'ny fampiasana XP sy rindrambaiko hafa.,1
141,"Unfortunately, it lacks some capabilities a lot of ordinary Mac users will want - primarily the ability to sync data among multiple Macs. If you keep Bento on your desktop you can't readily sync its data to the same app on your laptop, or vice versa.","Indrisy anefa fa tsy ampy ny fahaiza-manao sasany izay tian'ny mpampiasa Mac tsotra - indrindra ny fahafahana mampifanaraka ny angona amin'ny Mac maro. Raha mitazona an'i Bento eo amin'ny biraonao ianao dia tsy afaka mampifanaraka mora foana ny angonany amin'ny fampiharana mitovy amin'ny solosainao, na ny mifamadika amin'izany.",-1
142,"""Been there, done that"" Diddy's back and better than ever!","""Efa teo, vita izany"" niverina i Diddy ary tsara kokoa noho ny hatramin'izay!",1
143,Why not just redo Final Fantasy 1? None of the characters talked at all in the original Final Fantasy.,Maninona raha avereno fotsiny ny Final Fantasy 1? Tsy nisy na iray aza tamin'ireo olona niresaka tamin'ny Final Fantasy tany am-boalohany.,-1
144,"This was not even the worst part of the video, in my opinion.","Tsy io akory no ampahany ratsy indrindra tamin'ny lahatsary, raha ny hevitro.",-1
145,I do have an issue with noise (especially when it is windy).,Manana olana amin'ny tabataba aho (indrindra rehefa misy rivotra).,-1
146,The design is pretty cool and it is available in a variety of colors.,Ny endrika dia tsara tarehy ary misy amin'ny loko isan-karazany.,1
147,"The superior attitude and preachy tone works against their message, though.",Mifanohitra amin'ny hafatr'izy ireo anefa ny toe-tsaina ambony sy ny feo mitory.,-1
148,He is is no quirkier or more matter-of-fact than half the people I know.,Izy dia tsy quirkier na zava-misy kokoa noho ny antsasaky ny olona fantatro.,-1
149,Another thing that might piss you off is how broken this game is.,Ny zavatra iray hafa mety hahasosotra anao dia ny fahatapahan'ity lalao ity.,-1
150,"Control: I can't say they're bad; in fact they're pretty easy to use, if only you could carry more things, but they're really good!","Fanaraha-maso: Tsy azoko lazaina fa ratsy izy ireo; raha ny marina dia mora ampiasaina izy ireo, raha mba afaka mitondra zavatra bebe kokoa ianao, fa tena tsara!",1
151,Customer service though is very good and very responsive.,Ny serivisy ho an'ny mpanjifa anefa dia tena tsara ary tena mandray andraikitra.,1
152,"1. Dreadful to set up - the claim about wizard guide was of limited use after setting up the base unit, and I had to get a good friend to spend several hours doing for me.","1. Mahatsiravina ny fananganana - ny filazana momba ny mpitari-dalana dia voafetra ny fampiasana rehefa avy nanangana ny vondrona fototra, ary tsy maintsy nahazo namana tsara aho mba handany ora maromaro ho ahy.",-1
153,An ELPH PowerShot I used years ago felt considerably more solid than this--overall more dense and metallic.,Ny ELPH PowerShot nampiasaiko taona maro lasa izay dia nahatsapa ho mafy orina kokoa noho ity - amin'ny ankapobeny dia matevina sy metaly kokoa.,-1
154,"Rockwell, one of my personal faves and perhaps the most underrated of his (and my) generation, is excellent.","Rockwell, iray amin'ireo ankafiziko manokana ary angamba ny tena ambany indrindra amin'ny taranany (sy ny ahy), dia tena tsara.",1
155,Now the bad part: The closures (plastic snappers) are of very cheap plastic.,Ankehitriny ny ampahany ratsy: Ny fanakatonana (plastika plastika) dia plastika mora vidy.,-1
156,Pros: Everything - seriously - stop looking and buy this.,Tombontsoa: Ny zava-drehetra - matotra - ajanony ny mijery ary mividy ity.,1
157,"It made me feel like she went into the studio and just recorded each track to the same intrumental, back to back, and called it a night.","Nahatonga ahy hahatsapa ho toy ny niditra tao amin'ny studio izy ary nanoratra ny hira tsirairay tamin'ny intrumental mitovy, miverina miverina, ary niantso azy io hoe alina.",-1
158,The idea to use the Tooth Fairy as a slasher sounded like a good idea at first.,Ny hevitra hampiasa ny Tooth Fairy ho toy ny slasher dia toa hevitra tsara tamin'ny voalohany.,-1
159,This is not only a big disappointment; This is big disrespect for Jose Jose's fans.,Tsy fahadisoam-panantenana lehibe fotsiny izany; Tena tsy fanajana ny mpankafy an'i Jose Jose izany.,-1
160,Only 5 Stars!!!,Kintana 5 ihany!!!,1
161,"He also does some interesting covers of rush, Pink Floyd and Jethro tull.","Manao saron-tava mahaliana ihany koa izy, Pink Floyd sy Jethro tull.",1
162,Five words: a 90 foot Katie Holmes; how can you go wrong!!,Teny dimy: Katie Holmes 90 metatra; ahoana no tsy mety!!,1
163,EA Sports aren't Gods of anything...,Ny EA Sports dia tsy andriamanitra na inona na inona...,-1
164,"Economic Revolution - A Spiritual Solution by J. Kendall Anderson, M.Ed. [...] With the economy in the tank and President Obama working harder than a Jamaican cook, this book is just what the recession ordered.","Revolisiona ara-toekarena - Vahaolana ara-panahy nataon'i J. Kendall Anderson, M.Ed. [...] Miaraka amin'ny toekarena ao anaty tanky sy ny Filoha Obama miasa mafy kokoa noho ny Jamaikana mpahandro iray, ity boky ity dia araka ny nandidian'ny fitotonganana.",1
165,I was so wrong.,Diso be aho.,1
166,"I sat through hours and hours of the epic films (including the extended versions) the fragments they through in with this game are just, how you say LAME!","Nipetraka tao anatin'ny ora sy ora maro tamin'ireo horonan-tsarimihetsika miavaka aho (anisan'izany ireo dikan-teny miitatra) ireo sombiny natolotr'izy ireo tamin'ity lalao ity dia marina, araka ny lazainao hoe LAME!",-1
167,Yuck!,Yuck!,-1
168,If I could return it and get a refund I would.,Raha azoko atao ny mamerina izany ary mahazo famerenam-bola dia ataoko.,-1
169,"According to Ishmael life is not about winning or ruling the earth, it is to live and let live and this simple message is delivered in the book through some very logical anecdotes and analogies.","Araka ny voalazan'i Ismaela, ny fiainana dia tsy hoe mandresy na mitondra ny tany, fa miaina sy mamela ho velona ary io hafatra tsotra io dia ampitaina ao amin'ny boky amin'ny alalan'ny anekdota sy fanoharana tena lojika.",1
170,"While that could be overlooked in a Happy Meal toy, this is a $400 camera.","Na dia azo tsinontsinoavina amin'ny kilalao Happy Meal aza izany, fakantsary $400 ity.",-1
171,The missions are dark and pretty dull.,Ny iraka dia maizina sy manjavozavo.,-1
172,"I never really felt connected to the main character, and I found myself 150 pages in on the verge of that ever prescient feeling for a reader (do I keep going or drop it), but since it's only about 300 pages long I figured why not keep going.","Tsy nahatsiaro tena ho nifandray tamin'ilay mpilalao fototra mihitsy aho, ary nahita pejy 150 teo amin'ny sisin'ny fahatsapana ho an'ny mpamaky iray aho (manohy na manary izany ve aho), fa satria pejy 300 eo ho eo ihany ny halavany dia nieritreritra aho hoe maninona no tsy mandeha.",-1
173,"Oh yeah, and the music is lame, with 3-4 exceptions.","Oh eny, ary ny mozika dia malemy, miaraka amin'ny 3-4 maningana.",-1
174,"I was a first year AP US teacher when I purchased this book and another by the Princeton Review. Both books are intended to be complete resources for reviewing for the AP Exam, but the Princeton Review is substantially better in all areas.","Mpampianatra AP US taona voalohany aho rehefa nividy ity boky ity ary iray hafa avy amin'ny Princeton Review. Ireo boky roa ireo dia natao ho loharano feno hamerenana ny fanadinana AP, fa ny Princeton Review dia tsara kokoa amin'ny faritra rehetra.",-1
175,"And they both whined and whined so much, especially Gabriel, that I had to re-read the earlier pages and remind myself that he wasn't a freshman in highschool, but already in college!!!","Ary samy nimenomenona sy nimenomenona be izy ireo, indrindra i Gabriel, ka voatery namerina namaky ny pejy teo aloha aho ary nampahatsiahy ahy fa tsy vao voalohany izy tamin'ny lycée fa efa tany amin'ny oniversite!!!",-1
176,"From there, there are sure-fire classics from Kim English, De'Lacy, Lovetribe, Bucketheads and Basement Jaxx. Disc two includes some of my personal classics from Njoi, My Friend Sam and after months of trying to find 'Perfect Motion' in it's entirity it ends up on this collection, which I have to take my hat off to HK for.","Avy eo, misy kilasika azo antoka avy amin'ny Kim English, De'Lacy, Lovetribe, Bucketheads ary Basement Jaxx. Ny disc roa dia ahitana ny sasany amin'ireo kilasika manokana avy amin'i Njoi, My Friend Sam ary taorian'ny volana maromaro niezahana hitady 'Perfect Motion' amin'ny maha-izy azy dia miafara amin'ity fanangonana ity, izay tsy maintsy esoriko any HK ny satroko.",1
177,I took it back and got a Harmon/Kardon (AVR-247)for the same price and I feel it blows this one away.,Nentiko niverina ilay izy ary nahazo Harmon/Kardon (AVR-247) mitovy amin'ny vidiny ary tsapako fa manafoana ity iray ity aho.,-1
178,"On top of this, there are no interesting new revelations about Hudson (or about a Hollywood lavender underworld).","Ambonin'izany, tsy misy fanambarana vaovao mahaliana momba an'i Hudson (na momba ny tontolon'ny lavender any Hollywood).",-1
179,"When the actors are speaking I would like to see their faces, so I can understand the dialogue.","Rehefa miteny ireo mpilalao dia tiako ny hijery ny endrik'izy ireo, mba ho azoko ny fifanakalozan-kevitra.",-1
180,"If you get bad position, just START OVER. In fact, let me file that one complaint: starting location in the galaxy (which seems fairly randomized) should not be such a profound determinant to the outcome.","Raha mahazo toerana ratsy ianao dia Atombohy fotsiny. Raha ny marina, avelao aho hametraka io fitarainana io: ny toerana fanombohana ao amin'ny vahindanitra (izay toa kisendrasendra) dia tsy tokony ho tapa-kevitra lalina amin'ny vokatra.",-1
181,The chorus is just so nice to listen to.,Tsara henoina fotsiny ilay tononkira.,1
182,The site totally sucks.,Manimba tanteraka ny tranokala.,-1
183,"I think, if you give this band a couple years, they have a chance to be real heavyweights in the emo/pop-rock scene, and will be selling out large venues soon.","Heveriko fa raha omenao roa taona ity tarika ity dia manana fahafahana ho tena mavesatra amin'ny sehatra emo/pop-rock izy ireo, ary hivarotra toerana lehibe tsy ho ela.",1
184,First off the CG (as I expected) is gorgeous to say the least.,Ny voalohany amin'ny CG (araka ny nampoiziko) dia tsara raha lazaina fa kely indrindra.,1
185,3. The level of manipulation on the emotional and historical level that the author attempts is flat out insulting to the reader.,3. Ny haavon'ny fanodinkodinana eo amin'ny sehatra ara-pihetseham-po sy ara-tantara izay ezahan'ny mpanoratra dia manevateva ny mpamaky.,-1
186,This is NOT the great version I heard!!!,TSY ity ilay version be henoko!!!,-1
187,None of the songs stand out from each other.,Tsy misy misongadina amin’ireo hira ireo.,-1
188,I am returning the unit to the store and looking for a better replacement.,Avereno any amin'ny magazay ilay fitaovana ary mitady solony tsara kokoa.,-1
189,"It's not just the footnotes, some of which were reprinted, some of which weren't.","Tsy ny fanovozan-kevitra eny ambanin’ny pejy ihany, fa ny sasany naverina navoaka, ny sasany tsy nisy.",-1
190,Save your money and don't.,Tehirizo ny volanao fa aza atao.,-1
191,This is one of the best superhero film ever beside spider man 2. I actually found this better than spider man because it was more realistic and didn't look as animated.,Ity dia iray amin'ireo sarimihetsika superhero tsara indrindra teo anilan'ny spider man 2. Hitako tsara kokoa noho ny spider man izany satria tena zava-misy kokoa ary tsy toy ny sary mihetsika.,1
192,The end result is a lot of bird poop gags and overall bloat (reportedly costing $175 M for the CGI F/X).,Ny vokatra farany dia be dia be ny gags poop vorona sy ny fivontosana amin'ny ankapobeny (voalaza fa mitentina $175 M ho an'ny CGI F/X).,-1
193,Suddenly its my fault that parts of the program remain.,Tampoka teo dia ny fahadisoako no mbola misy ampahany amin'ny fandaharana.,-1
194,"The graphs are very, very good for good 'ol Xbox. You really have the feeling that you self are snowboarding on top of that big, fat mountain.",Ny grafika dia tena tsara ho an'ny Xbox tsara. Tena mahatsapa ianao fa manao snowboard eo an-tampon'io tendrombohitra lehibe sy matavy io.,1
195,"The graphics are crummy, and despite having crossfired graphics cards (HD4870s).","Ny sary dia manjavozavo, ary na dia eo aza ny fisian'ny karatra graphics crossfired (HD4870s).",-1
196,Which is why I'm so appalled that she had the audacity to release such an album.,Izay no tena nahavariana ahy fa nanana fahasahiana namoaka rakikira toy izany izy.,-1
197,- The phone scratches very easily and does not handle being dropped very well.,- Mora mikitikitika ny telefaonina ary tsy mahazaka ny milatsaka.,-1
